lest1,l_std1,lest2,l_std2,lest3,l_std3,lest4,l_std4
0.10034,0.016491,0.0099903,0.004184,0.012463,0.0054128,0.0024589,0.00033899
0.10033,0.017012,0.010084,0.004116,0.01272,0.0053992,0.0024506,0.00031165
0.10044,0.016842,0.010281,0.0043453,0.01312,0.0055483,0.0025216,0.000541
0.10032,0.01648,0.0099616,0.004135,0.013037,0.0057825,0.002458,0.00037459
0.10043,0.01614,0.010043,0.0043512,0.012558,0.0051791,0.0024761,0.00043988
0.10004,0.01584,0.0099165,0.0041144,0.0129,0.0054319,0.0024702,0.00045164
0.10067,0.016361,0.010052,0.0043877,0.012691,0.0053815,0.0024452,0.00038611
0.099069,0.016661,0.0099667,0.0042483,0.012749,0.0053302,0.0024489,0.00041189
0.09938,0.016114,0.0099431,0.0042922,0.013024,0.0054603,0.0024526,0.00044843
0.099649,0.015413,0.010121,0.0042019,0.012889,0.005447,0.0024468,0.0004597
0.10022,0.015825,0.0098608,0.0041788,0.012623,0.00526,0.0024646,0.00048917
0.10011,0.016124,0.0099224,0.0041568,0.012343,0.0051839,0.0024306,0.00044611
0.099857,0.0157,0.010023,0.0042955,0.012777,0.0052251,0.0024225,0.00041335
0.099941,0.016343,0.010007,0.0043029,0.012887,0.005267,0.0024379,0.00046461
0.10018,0.015962,0.010124,0.0043092,0.012769,0.0054886,0.0024206,0.00044785
0.099507,0.015813,0.010238,0.0042853,0.012617,0.0053664,0.0023916,0.00037113
0.099915,0.016493,0.010035,0.0042292,0.012559,0.0052468,0.002407,0.00044009
0.10147,0.016114,0.010179,0.0041741,0.012636,0.0051755,0.002413,0.00045489
0.099681,0.01594,0.0099861,0.0041979,0.012711,0.0051893,0.0024144,0.00048109
0.099822,0.015707,0.010185,0.004177,0.012647,0.0052535,0.0023926,0.00044268
0.1003,0.016022,0.0096106,0.0040127,0.012823,0.0052947,0.0023802,0.00041181
0.10026,0.015754,0.010131,0.0042816,0.012536,0.00525,0.0023931,0.00045607
0.098275,0.016143,0.010085,0.0042272,0.012367,0.0049994,0.0023853,0.00044967
0.099951,0.015649,0.0099703,0.0043762,0.012821,0.0054367,0.002357,0.00039056
0.10009,0.015601,0.010055,0.0042678,0.012428,0.0053148,0.0023356,0.00035733
0.10021,0.016166,0.0098975,0.003925,0.012427,0.0051581,0.0023326,0.00034881
0.099383,0.015637,0.010184,0.0041305,0.012846,0.0054658,0.0023455,0.0004002
0.099157,0.016093,0.0099342,0.0040303,0.012442,0.005236,0.0023379,0.00040609
0.10065,0.015969,0.010206,0.0042936,0.012517,0.0052588,0.002319,0.0003534
0.10028,0.01544,0.01019,0.0042755,0.012499,0.0051113,0.0023228,0.00037899
0.10051,0.015309,0.010023,0.0041657,0.012424,0.0051834,0.0023356,0.00042535
0.10035,0.015289,0.010128,0.0041978,0.012611,0.0051209,0.0023303,0.0004244
0.099708,0.015524,0.010267,0.0040885,0.012635,0.0052502,0.0023161,0.0004131
0.099916,0.015576,0.0099172,0.0042829,0.012356,0.0049185,0.0023132,0.00040564
0.099872,0.015886,0.010013,0.0041576,0.012709,0.0054115,0.0023237,0.00047542
0.09976,0.015647,0.010127,0.0040807,0.012758,0.0053401,0.0023029,0.00040383
0.1009,0.01512,0.010113,0.0040884,0.0122,0.0053142,0.0023022,0.00041419
0.10017,0.014233,0.0099113,0.0041343,0.012227,0.0049768,0.0022683,0.00033255
0.10033,0.015774,0.0099956,0.0040885,0.012384,0.0050433,0.0022743,0.00039108
0.099983,0.015269,0.010208,0.0040932,0.012468,0.0051308,0.0022737,0.00038949
0.099973,0.015241,0.010183,0.0040111,0.012577,0.0051023,0.0022841,0.0004275
0.1001,0.014904,0.0099626,0.0039878,0.012425,0.005379,0.0022725,0.00039851
0.10048,0.015211,0.0099934,0.0040746,0.012257,0.005033,0.0022741,0.00041416
0.10074,0.015795,0.009814,0.0040722,0.012379,0.005074,0.0022691,0.00041325
0.09878,0.015278,0.0098755,0.0042749,0.012601,0.0052263,0.0022555,0.00039023
0.10059,0.015174,0.010109,0.0042044,0.012412,0.0048967,0.0022702,0.00045845
0.10018,0.015655,0.0099457,0.0040716,0.012697,0.0051596,0.0022565,0.00041585
0.1003,0.015285,0.010204,0.004252,0.012674,0.0052273,0.0022668,0.00044991
0.099589,0.015536,0.0099567,0.0040584,0.012392,0.0052276,0.0022381,0.00039247
0.099962,0.015483,0.0097689,0.0039382,0.012335,0.005241,0.0022397,0.0004079
0.10001,0.014891,0.010183,0.0040692,0.01227,0.0050447,0.0022241,0.0003795
0.10054,0.015235,0.0099269,0.0041256,0.012189,0.0049534,0.0022151,0.00037944
0.10077,0.015096,0.010105,0.0041534,0.012463,0.0049848,0.0022296,0.00042659
0.099732,0.015291,0.009985,0.0041738,0.012305,0.0049993,0.0021927,0.00032789
0.10063,0.015218,0.010034,0.003989,0.012103,0.0049492,0.0022265,0.00043935
0.099681,0.015975,0.0099893,0.0040441,0.012604,0.0050924,0.002194,0.00035798
0.099884,0.015016,0.0099553,0.0038939,0.012134,0.0049057,0.0022255,0.00046582
0.0999,0.015067,0.009966,0.0039136,0.012459,0.0051318,0.0021805,0.0003443
0.10026,0.015568,0.0099619,0.0040437,0.012419,0.0050055,0.0021864,0.00037307
0.099376,0.015429,0.010165,0.0041757,0.01253,0.0050455,0.0021839,0.00037786
0.099466,0.015312,0.0097215,0.0040206,0.01231,0.005074,0.0021793,0.00037706
0.099795,0.014682,0.00992,0.0040707,0.012216,0.0048274,0.0021747,0.00037627
0.10035,0.015162,0.010296,0.0041928,0.012337,0.0050682,0.002187,0.00043747
0.1002,0.014741,0.0098826,0.0040705,0.012543,0.0048975,0.0021572,0.00035197
0.099892,0.014782,0.0099226,0.0041096,0.012327,0.0050266,0.0021778,0.00042547
0.09944,0.015069,0.0099875,0.0039506,0.012303,0.0051118,0.0021921,0.00047401
0.099746,0.015023,0.0099521,0.0038734,0.011974,0.0049778,0.0021313,0.00031245
0.099754,0.015525,0.0099044,0.0040109,0.012299,0.0049713,0.0021684,0.00044198
0.099926,0.014892,0.0099793,0.0040992,0.012163,0.0049294,0.0021473,0.00038148
0.099718,0.015101,0.010141,0.0042348,0.012247,0.0051043,0.0021677,0.00045755
0.10034,0.01487,0.0098905,0.0039154,0.012038,0.0047838,0.0021446,0.00039523
0.099648,0.015146,0.010113,0.0040603,0.012104,0.0048636,0.0021546,0.00043748
0.10009,0.014782,0.009965,0.0041615,0.012346,0.004715,0.0021379,0.00039854
0.099466,0.014614,0.0098973,0.0040067,0.012446,0.0049702,0.002115,0.00035046
0.099676,0.015021,0.0099385,0.0040589,0.012279,0.0048317,0.0021516,0.00045614
0.099476,0.014601,0.01002,0.0038069,0.012484,0.0049916,0.0021247,0.0003961
0.10008,0.015004,0.0099224,0.0040954,0.012185,0.0049066,0.0021286,0.0004142
0.10017,0.015117,0.0097515,0.0037887,0.012544,0.0049895,0.0021059,0.00038036
0.10038,0.015081,0.0099045,0.0039036,0.011896,0.0047721,0.0021179,0.00043726
0.099203,0.014769,0.009931,0.004035,0.012447,0.0049277,0.0021318,0.00047333
0.10012,0.014909,0.0098036,0.003971,0.012304,0.0049369,0.0021154,0.00041985
0.099533,0.014602,0.010091,0.0039808,0.012131,0.0050358,0.0020889,0.00038797
0.09964,0.014833,0.010091,0.0038921,0.012313,0.0047994,0.0020907,0.0003913
0.10018,0.014449,0.0099859,0.0040169,0.012199,0.0048433,0.0020986,0.00041817
0.10035,0.014789,0.0098655,0.0038943,0.012027,0.004864,0.0020944,0.00041733
0.099499,0.015168,0.01018,0.0040656,0.012056,0.0048037,0.0020882,0.00040218
0.10104,0.01507,0.01011,0.0040349,0.012232,0.0048035,0.002076,0.00038258
0.1008,0.014235,0.0099301,0.0040428,0.012075,0.0048366,0.0020898,0.00043198
0.099706,0.014511,0.0098606,0.0039175,0.012374,0.0049746,0.0020677,0.00038106
0.10072,0.014407,0.010012,0.004019,0.012291,0.0048111,0.0020596,0.00038107
0.099606,0.014577,0.0099702,0.0039094,0.012051,0.0048024,0.0020595,0.00040951
0.1001,0.01433,0.010014,0.0038097,0.011887,0.0049246,0.0020792,0.00043179
0.10029,0.014745,0.0098577,0.0041172,0.012207,0.0047702,0.0020553,0.00039743
0.099213,0.014806,0.0099389,0.0038496,0.012017,0.0048194,0.0020473,0.0003773
0.099995,0.014151,0.01002,0.0039517,0.012244,0.004549,0.0020512,0.00044143
0.10081,0.014594,0.010065,0.0040369,0.011788,0.0046531,0.0020354,0.00036618
0.099352,0.014643,0.010055,0.0039566,0.012233,0.0050985,0.0020529,0.00043333
0.099701,0.014001,0.0099628,0.003959,0.012055,0.0047799,0.0020274,0.00037511
0.10056,0.013953,0.010148,0.0040801,0.01219,0.0047755,0.0020508,0.00042589
0.10018,0.014392,0.0099084,0.0040008,0.012225,0.0049205,0.0020312,0.00039121
0.10017,0.014547,0.010111,0.0038125,0.011943,0.0046968,0.0020214,0.00037683
0.10041,0.014063,0.009866,0.0039578,0.012009,0.0046294,0.0020117,0.00036191
0.10019,0.0142,0.010052,0.004044,0.012134,0.0047453,0.002031,0.00042346
0.099621,0.014075,0.010139,0.0040043,0.012042,0.0047316,0.0020213,0.00040118
0.10058,0.014836,0.010089,0.0040721,0.012082,0.0046868,0.0019981,0.00036532
0.10002,0.014031,0.0098285,0.0039265,0.012177,0.0048337,0.0019807,0.00031803
0.099879,0.01406,0.0098846,0.0039667,0.01204,0.0046545,0.0020135,0.00041619
0.099717,0.014285,0.0099232,0.0039854,0.01206,0.0047351,0.0019846,0.00036861
0.10021,0.014258,0.0099674,0.0037626,0.012067,0.0048755,0.002,0.00040234
0.099471,0.014321,0.0099962,0.0037526,0.012129,0.0048416,0.0019962,0.0004194
0.10016,0.014339,0.0097328,0.0038868,0.012074,0.0047672,0.0019885,0.0003924
0.099269,0.013995,0.0099695,0.0038753,0.011903,0.0046277,0.0019733,0.0003651
0.10026,0.015002,0.0099829,0.003736,0.012204,0.0047739,0.001962,0.00033477
0.099979,0.014034,0.01011,0.0039177,0.012016,0.0045387,0.001981,0.00039852
0.099938,0.013894,0.009928,0.003919,0.011902,0.0047475,0.001983,0.00041856
0.10006,0.014461,0.010043,0.0037269,0.012128,0.004659,0.0019924,0.00043576
0.099602,0.014205,0.010147,0.0038061,0.011684,0.0047114,0.0019585,0.00037067
0.099374,0.013839,0.0099134,0.0038339,0.012456,0.0047653,0.0019812,0.00041834
0.099581,0.014582,0.010203,0.0039658,0.012009,0.0047799,0.0019624,0.00038571
0.099887,0.013359,0.00997,0.0038476,0.012122,0.0046969,0.0019587,0.00039403
0.10045,0.013748,0.0098745,0.0039079,0.011941,0.0047024,0.0019551,0.00041076
0.10011,0.014194,0.0099121,0.003789,0.012009,0.0046272,0.0019402,0.00037661
0.099661,0.014034,0.01019,0.00387,0.01217,0.0048367,0.0019328,0.00034773
0.10003,0.014327,0.0099255,0.0038051,0.011828,0.0047642,0.0019348,0.00036069
0.10005,0.014444,0.010041,0.0039539,0.012085,0.0047072,0.0019349,0.00037802
0.099695,0.013784,0.01015,0.0038479,0.012169,0.0046606,0.0019443,0.0003968
0.10028,0.014458,0.010135,0.0038993,0.011844,0.0046643,0.0019463,0.00041594
0.099685,0.013969,0.009976,0.0037206,0.01229,0.0046756,0.0019353,0.0004085
0.1001,0.014182,0.0097417,0.0039598,0.011971,0.0046304,0.0019207,0.00037523
0.1003,0.014392,0.010158,0.0040114,0.012086,0.0047356,0.0019208,0.00038275
0.10055,0.013705,0.010086,0.0038918,0.011837,0.0044031,0.0019118,0.00039617
0.099675,0.014045,0.009767,0.0037661,0.011916,0.0046218,0.0019083,0.00039544
0.10011,0.013775,0.0099872,0.0038836,0.012029,0.0046085,0.0019048,0.00036831
0.10018,0.013566,0.0099598,0.0037713,0.012166,0.0048789,0.0019159,0.00041587
0.099434,0.014093,0.010027,0.0038686,0.012142,0.0046125,0.0019051,0.00037445
0.099749,0.013696,0.010275,0.0039324,0.011996,0.0044629,0.0018925,0.00035281
0.10003,0.014259,0.0098036,0.0039135,0.01202,0.0045034,0.00188,0.00036764
0.099787,0.013926,0.010143,0.0038987,0.011907,0.0045843,0.0019056,0.00040399
0.099571,0.013641,0.0097862,0.0037076,0.011922,0.0045652,0.0019112,0.00042109
0.10066,0.013788,0.0099096,0.0037349,0.012041,0.0044718,0.0019042,0.00042117
0.10081,0.013908,0.0099332,0.0037073,0.011679,0.0043966,0.0018863,0.00037438
0.10043,0.013943,0.0098901,0.003732,0.011882,0.0045963,0.0018847,0.00038615
0.099644,0.014087,0.010083,0.0038915,0.011856,0.0044143,0.0019011,0.00042488
0.10039,0.013814,0.010205,0.0038876,0.011595,0.0043532,0.0018995,0.00043495
0.099893,0.013544,0.0098369,0.0036119,0.011897,0.0044193,0.0018692,0.00037246
0.10058,0.013653,0.010045,0.0038298,0.01162,0.0047383,0.0018658,0.00037179
0.10019,0.013651,0.01013,0.0039403,0.011811,0.0044262,0.0018571,0.0003501
0.10035,0.013763,0.01008,0.0037511,0.011847,0.0046069,0.0018699,0.00039316
0.099561,0.013791,0.010126,0.0037519,0.011979,0.004675,0.001863,0.00037677
0.09978,0.013432,0.010108,0.0039344,0.011571,0.0043459,0.0018686,0.00041788
0.10046,0.013275,0.0099167,0.0037081,0.011785,0.0043075,0.0018528,0.00036774
0.099893,0.013916,0.0099239,0.0037105,0.012015,0.0046526,0.0018584,0.00039398
0.099872,0.013511,0.010019,0.003725,0.011765,0.0045781,0.0018445,0.00036254
0.099361,0.01359,0.010081,0.0037752,0.011904,0.0044486,0.0018466,0.00038169
0.10008,0.014093,0.0099806,0.0037595,0.012046,0.004574,0.0018292,0.00034999
0.099403,0.013572,0.010072,0.0038373,0.01201,0.0044769,0.0018489,0.00040593
0.099848,0.013293,0.010137,0.0037493,0.011727,0.0044905,0.0018386,0.00042886
0.10034,0.013758,0.0099702,0.0036757,0.01185,0.0044065,0.0018144,0.00034471
0.10086,0.012945,0.0099353,0.0037841,0.01201,0.0043908,0.0018269,0.0003626
0.10048,0.01361,0.0098569,0.0036643,0.011522,0.0043755,0.0018307,0.00038493
0.099717,0.013321,0.0099129,0.0036661,0.011814,0.0045367,0.0018345,0.0003905
0.10009,0.013362,0.010212,0.0038976,0.011866,0.0045538,0.0018487,0.00042986
0.099556,0.013247,0.010097,0.0036576,0.011924,0.0045732,0.0018194,0.00039493
0.1001,0.013341,0.0098562,0.0038621,0.011973,0.0043408,0.0018076,0.00035175
0.10068,0.01327,0.0099896,0.0036813,0.011717,0.0044184,0.001827,0.00039799
0.10002,0.012997,0.0097858,0.003767,0.01192,0.0043305,0.0018187,0.00038713
0.099851,0.013542,0.010116,0.0038337,0.011769,0.0044952,0.0018103,0.00038379
0.099862,0.012933,0.010012,0.0036479,0.01167,0.0043327,0.0018021,0.0003725
0.10066,0.013181,0.010244,0.0039705,0.011459,0.0044538,0.0017938,0.00036896
0.10023,0.01356,0.0099108,0.0037436,0.011866,0.0046427,0.0017907,0.00035197
0.099903,0.013339,0.009875,0.0036345,0.011674,0.0045154,0.0017808,0.00033571
0.10023,0.01334,0.0098615,0.0037733,0.01196,0.0046345,0.0017863,0.00037068
0.099815,0.012864,0.0099352,0.0036643,0.011603,0.004537,0.0017816,0.00035017
0.099686,0.01287,0.010005,0.0037119,0.011819,0.0042237,0.0017819,0.00037297
0.099847,0.01355,0.010121,0.003732,0.011807,0.0042682,0.0017806,0.00036011
0.099886,0.013233,0.010221,0.0039958,0.011741,0.0044024,0.0017861,0.00038472
0.099548,0.01322,0.010044,0.0036734,0.011928,0.0043421,0.0018102,0.00044665
0.10002,0.01295,0.0096954,0.0037486,0.011691,0.0043563,0.0017936,0.00042288
0.099745,0.013447,0.01001,0.0036131,0.011689,0.0044532,0.0017652,0.00035035
0.099412,0.013297,0.0099781,0.0037034,0.011581,0.0043462,0.0017605,0.00035416
0.099851,0.013046,0.0099529,0.0038046,0.01194,0.0044049,0.0017778,0.00040165
0.099087,0.013101,0.009842,0.0036737,0.011838,0.0042443,0.0017597,0.00036373
0.09981,0.013584,0.0099295,0.0037368,0.011874,0.0045123,0.0017651,0.00038754
0.099527,0.013381,0.0099564,0.0038614,0.011631,0.0043119,0.0017571,0.00037698
0.10061,0.013563,0.0097157,0.003593,0.011719,0.0044175,0.0017492,0.00035838
0.1,0.013655,0.010068,0.0038692,0.011674,0.0044192,0.0017513,0.00036056
0.099541,0.013339,0.0098417,0.0036601,0.011478,0.0041581,0.0017417,0.00036141
0.099757,0.01351,0.0099867,0.003741,0.011423,0.0043528,0.0017404,0.00034874
0.1003,0.012773,0.0099402,0.0037759,0.011877,0.0042429,0.0017309,0.00034156
0.099782,0.01345,0.0099602,0.0036578,0.011782,0.00434,0.0017446,0.00038304
0.099794,0.012689,0.0099536,0.0037024,0.011696,0.0042431,0.0017517,0.00040789
0.099596,0.013148,0.010007,0.0037108,0.011856,0.0042726,0.0017438,0.00039125
0.099574,0.012774,0.0098548,0.0036737,0.011882,0.0044998,0.0017294,0.00036057
0.10118,0.01302,0.010061,0.0036484,0.011534,0.0043521,0.0017381,0.00038996
0.099853,0.012705,0.0097253,0.0035839,0.011637,0.004399,0.0017286,0.00037668
0.10013,0.013005,0.0099064,0.0036045,0.011536,0.0042702,0.0017077,0.00033021
0.099737,0.012481,0.0099049,0.0037193,0.01179,0.0042337,0.0017115,0.00033639
0.099006,0.012884,0.0099689,0.0036242,0.01177,0.0044965,0.001725,0.00037727
0.10028,0.013303,0.010152,0.0038164,0.011902,0.0043427,0.0017059,0.00033529
0.10029,0.012819,0.010086,0.0037947,0.011648,0.0041036,0.0017243,0.00038537
0.099681,0.013136,0.010064,0.0037396,0.011605,0.0042508,0.0017313,0.00040255
0.09992,0.013056,0.010073,0.003641,0.011674,0.0044442,0.0017431,0.00043292
0.099067,0.012746,0.010041,0.0035823,0.011702,0.0043086,0.0016899,0.00033015
0.10034,0.012413,0.0099708,0.003698,0.011664,0.0042099,0.0017066,0.00038438
0.099208,0.013249,0.0098188,0.0035614,0.011561,0.0042957,0.0016942,0.0003502
0.10036,0.012926,0.0098837,0.003553,0.011741,0.0044049,0.0017044,0.00036849
0.099806,0.012851,0.0099452,0.0035635,0.012091,0.0044205,0.0016887,0.00034907
0.10016,0.012967,0.010018,0.0036725,0.011678,0.0041728,0.001694,0.00037194
0.10021,0.012974,0.010031,0.003646,0.011615,0.0042316,0.0016913,0.00035714
0.099897,0.012486,0.010144,0.003613,0.011492,0.0042389,0.001695,0.00036924
0.10037,0.012769,0.01,0.003589,0.011695,0.0043194,0.0016715,0.00033306
0.099473,0.013253,0.0099456,0.003741,0.011944,0.0044246,0.0016944,0.00038392
0.10039,0.012652,0.010038,0.0036197,0.01164,0.0041671,0.0016805,0.00036198
0.10001,0.012965,0.010193,0.0036493,0.011825,0.0043413,0.0016667,0.00033079
0.099507,0.0135,0.0098822,0.0035913,0.01184,0.0042566,0.0016736,0.00035766
0.10033,0.013326,0.010129,0.0037382,0.011857,0.0043469,0.00169,0.00040563
0.10009,0.013288,0.010152,0.0036274,0.011709,0.0042342,0.0016794,0.00038456
0.10051,0.012865,0.0098494,0.0035634,0.011584,0.0041959,0.0016704,0.00036532
0.1004,0.01244,0.010172,0.0035508,0.011795,0.004338,0.0016661,0.00036166
0.10024,0.012698,0.009752,0.0034905,0.01153,0.0043231,0.001654,0.00033451
0.099925,0.013154,0.010151,0.0036691,0.011949,0.0043398,0.0016262,0.00028247
0.099262,0.012735,0.0099244,0.0035849,0.011798,0.0044299,0.0016882,0.00041332
0.099412,0.012214,0.0099858,0.0037233,0.011584,0.0041662,0.0016494,0.00033958
0.099662,0.011884,0.0099812,0.0036801,0.011532,0.0042192,0.0016593,0.00037086
0.1005,0.012652,0.010086,0.0037792,0.011569,0.0042388,0.0016364,0.00032918
0.099608,0.012398,0.0098795,0.0035708,0.011754,0.0041532,0.0016401,0.00034195
0.10042,0.012593,0.010047,0.0034848,0.011669,0.00423,0.0016531,0.00037203
0.10006,0.012272,0.0099766,0.0036628,0.011577,0.0041444,0.0016271,0.00031663
0.099614,0.012582,0.010058,0.0036794,0.011475,0.0041776,0.0016667,0.00040369
0.10005,0.012491,0.009888,0.0036084,0.011588,0.0041429,0.0016719,0.0004157
0.1002,0.012644,0.01003,0.0036349,0.011756,0.0042137,0.0016382,0.00036093
0.1002,0.012803,0.0098589,0.0035657,0.011746,0.0040741,0.0016264,0.00034196
0.10062,0.012302,0.0098777,0.0035187,0.011647,0.0042398,0.0016347,0.00037576
0.10073,0.012852,0.009881,0.0034704,0.011549,0.0040626,0.0016321,0.00036875
0.10029,0.01249,0.0099198,0.0035988,0.011534,0.0040745,0.0016327,0.00037387
0.099964,0.012201,0.0097904,0.0035952,0.011487,0.0041126,0.0016133,0.00032626
0.10056,0.012785,0.010029,0.0036579,0.011273,0.0041321,0.0016231,0.00035091
0.099547,0.012605,0.010203,0.0037519,0.011488,0.0040836,0.0016313,0.00038316
0.099772,0.012583,0.010178,0.0035992,0.011665,0.0042402,0.0016258,0.00037713
0.10024,0.012765,0.010075,0.003679,0.011735,0.0039771,0.0016309,0.00038388
0.09991,0.012422,0.0099037,0.0035915,0.011562,0.0042187,0.0016269,0.00038063
0.099593,0.012474,0.010003,0.0035631,0.011442,0.0041848,0.0016092,0.0003585
0.10021,0.012518,0.0098735,0.0035123,0.011496,0.0040741,0.0016128,0.00036931
0.099561,0.012806,0.0098615,0.0035906,0.011623,0.0041344,0.0015982,0.00033881
0.099423,0.012696,0.0099514,0.0036403,0.011658,0.0042051,0.0015973,0.00034135
0.099822,0.012203,0.01003,0.0036017,0.011847,0.0039895,0.0015918,0.00034151
0.099886,0.012199,0.010023,0.0034683,0.011639,0.0042823,0.0015894,0.00032724
0.1003,0.012863,0.010065,0.0035461,0.011704,0.0041333,0.0016127,0.0003878
0.10036,0.012151,0.010059,0.0035856,0.011645,0.0039933,0.0015952,0.00036039
0.1003,0.012176,0.0097798,0.0036103,0.011785,0.0041643,0.0016048,0.00037546
0.099916,0.012592,0.0099322,0.0036128,0.01149,0.0040635,0.0015994,0.00036956
0.10019,0.012239,0.010077,0.0035244,0.011522,0.0040248,0.001582,0.00034733
0.0995,0.01248,0.010057,0.0034107,0.011493,0.0042197,0.0015841,0.00034248
0.099277,0.012391,0.009979,0.003429,0.011425,0.0040202,0.0015817,0.00037342
0.099974,0.01257,0.009988,0.0034625,0.011718,0.0041693,0.0015644,0.00032462
0.099575,0.012615,0.010018,0.0034802,0.011625,0.0042032,0.00158,0.00035939
0.099953,0.011878,0.010122,0.003532,0.011529,0.0040752,0.0015955,0.00038433
0.1002,0.012217,0.0099031,0.0035275,0.011513,0.0040832,0.0015782,0.0003576
0.10038,0.011597,0.0099598,0.0035272,0.011615,0.0041159,0.001567,0.00033355
0.10028,0.012139,0.0101,0.0036396,0.01165,0.0039637,0.0015602,0.00033737
0.10036,0.012426,0.0098917,0.003504,0.01175,0.0040884,0.0015697,0.00036553
0.099732,0.011895,0.0099289,0.0036262,0.011429,0.0041863,0.001557,0.00033275
0.099857,0.011911,0.0098225,0.0034547,0.011549,0.0039447,0.0015784,0.0003817
0.099756,0.011875,0.0099424,0.0035771,0.011567,0.0041736,0.0015672,0.00036583
0.099776,0.012361,0.0099735,0.0035297,0.011638,0.0042184,0.0015487,0.00032831
0.099796,0.012159,0.0097202,0.0033178,0.011416,0.0040802,0.0015434,0.0003218
0.10045,0.012211,0.0099809,0.0035973,0.011408,0.0041248,0.0015721,0.00038435
0.099545,0.012477,0.010226,0.0035524,0.011394,0.0040294,0.0015595,0.00037212
0.099828,0.012099,0.010208,0.0036002,0.011459,0.0041957,0.0015337,0.00030732
0.10011,0.012694,0.010047,0.0034958,0.011705,0.0041655,0.0015388,0.00032886
0.1003,0.01164,0.010054,0.0037096,0.011502,0.0040703,0.0015482,0.00036865
0.10014,0.01227,0.010111,0.003579,0.01165,0.0041317,0.0015533,0.00036922
0.099998,0.012339,0.0099796,0.0035612,0.011554,0.0040243,0.001535,0.00033951
0.099608,0.01241,0.0099287,0.0034441,0.011623,0.0040086,0.0015386,0.00034386
0.09997,0.012038,0.010052,0.0036815,0.011634,0.0041904,0.0015276,0.00031992
0.099678,0.011619,0.0099202,0.0035764,0.011336,0.0039554,0.0015181,0.00032432
0.10071,0.012263,0.009858,0.0035885,0.011388,0.0040404,0.0015333,0.00033893
0.10029,0.012065,0.010033,0.0034739,0.011356,0.003969,0.0015427,0.00037658
0.099701,0.012312,0.0099205,0.003493,0.011764,0.0038811,0.0015159,0.0003121
0.099575,0.011853,0.0099582,0.0035344,0.011516,0.0040394,0.0015382,0.000381
0.10044,0.012062,0.0098876,0.0035392,0.011575,0.0040074,0.0015259,0.00035171
0.10016,0.011878,0.010155,0.0035217,0.011281,0.0039386,0.0015194,0.00034328
0.10057,0.012451,0.0098376,0.003313,0.011409,0.0040335,0.0015216,0.00034476
0.099588,0.012274,0.0099656,0.0035246,0.011338,0.0039442,0.001538,0.00037656
0.1008,0.012312,0.0099427,0.0034181,0.011451,0.0040844,0.0015229,0.00035411
0.09989,0.012135,0.0099041,0.0035585,0.01145,0.0040283,0.0015522,0.0004192
0.099452,0.011682,0.0099129,0.0034961,0.011544,0.004029,0.0015043,0.00032021
0.10034,0.011928,0.010204,0.0035543,0.011453,0.0040825,0.0015078,0.000337
0.10018,0.01215,0.01004,0.0035601,0.011304,0.0039761,0.0015085,0.0003535
0.099905,0.01235,0.010043,0.0035791,0.011232,0.0039034,0.0015092,0.00034651
0.10008,0.011954,0.010009,0.0036405,0.01143,0.0038909,0.0015014,0.00032949
0.10023,0.012503,0.0099362,0.0035122,0.011335,0.0039756,0.0015163,0.00038143
0.10011,0.011631,0.010183,0.0034924,0.011524,0.0041787,0.0014958,0.00033194
0.1006,0.011802,0.010119,0.0034041,0.011279,0.0038412,0.0014965,0.00034267
0.10022,0.011641,0.0099266,0.0035287,0.011508,0.00389,0.0014958,0.00033891
0.099814,0.012488,0.0099535,0.0033285,0.011278,0.003987,0.0014951,0.00034102
0.099695,0.012092,0.010065,0.0035349,0.011513,0.0039313,0.0014915,0.00033796
0.099369,0.012499,0.0098537,0.0034823,0.011528,0.0040135,0.0015049,0.00038046
0.099542,0.011675,0.010044,0.003411,0.011479,0.0038579,0.0014874,0.0003311
0.099862,0.011448,0.010101,0.0035174,0.011493,0.0040252,0.0014783,0.00033526
0.099402,0.011671,0.010049,0.0035918,0.011362,0.0036884,0.0014888,0.00034045
0.10025,0.011752,0.0099986,0.0034032,0.011579,0.0038965,0.0014923,0.00036626
0.099744,0.011896,0.0099092,0.0033244,0.011393,0.0037327,0.0014972,0.00037707
0.10007,0.011809,0.010085,0.0034338,0.011262,0.0039395,0.0014951,0.00037133
0.10002,0.012485,0.010029,0.0033854,0.011333,0.0039397,0.001493,0.00038621
0.10048,0.012183,0.010045,0.0035293,0.011479,0.0041073,0.0014826,0.00035652
0.10011,0.011555,0.0098347,0.0034802,0.01141,0.0040027,0.0014972,0.00037779
0.10007,0.011891,0.0099556,0.0033827,0.011257,0.0039641,0.0014674,0.00032436
0.10019,0.011956,0.010112,0.0034953,0.011472,0.0038717,0.0014681,0.00034616
0.1001,0.011794,0.010044,0.003373,0.011487,0.0039884,0.0014564,0.00031614
0.099565,0.01175,0.0099213,0.0034174,0.011647,0.0040684,0.0014586,0.00034648
0.10042,0.011923,0.009869,0.0034148,0.011479,0.0038925,0.0014745,0.00038104
0.099829,0.012037,0.010074,0.0034747,0.011314,0.003954,0.0014642,0.00034599
0.10001,0.011885,0.010008,0.0033297,0.011389,0.0039404,0.001458,0.00034378
0.1004,0.012067,0.0099148,0.0034216,0.01129,0.0038232,0.0014547,0.00032382
0.099962,0.011901,0.0097709,0.0034096,0.011455,0.0041127,0.0014499,0.00032981
