jest1, j_std1, jest2, j_std2, jest3 ,j_std3, jest4, j_std4
0.10033,0.017277,0.010096,0.0046798,0.011356,0.0054836,0.0014164,0.00035434
0.10045,0.017105,0.01032,0.0049389,0.011766,0.0056347,0.0015,0.0006149
0.10033,0.016736,0.0099564,0.0046984,0.011686,0.0058723,0.0014305,0.00042562
0.10043,0.01639,0.010049,0.0049424,0.011204,0.0052593,0.0014538,0.00049965
0.10004,0.016085,0.0099051,0.0046719,0.011556,0.0055157,0.0014499,0.00051284
0.10068,0.016612,0.010059,0.0049807,0.011348,0.0054643,0.0014243,0.00043828
0.099055,0.016917,0.0099623,0.0048208,0.011411,0.0054119,0.0014313,0.0004674
0.09937,0.01636,0.0099355,0.0048691,0.011694,0.0055438,0.0014382,0.0005087
0.099643,0.015648,0.010137,0.0047652,0.011561,0.00553,0.0014343,0.00052133
0.10022,0.016066,0.0098422,0.0047375,0.011295,0.0053399,0.0014572,0.00055457
0.10011,0.016368,0.009912,0.0047111,0.011015,0.0052624,0.0014213,0.00050559
0.099855,0.015938,0.010027,0.0048667,0.011459,0.005304,0.0014149,0.00046832
0.09994,0.016589,0.010008,0.0048736,0.011575,0.0053463,0.001435,0.00052623
0.10019,0.016201,0.01014,0.0048792,0.011459,0.005571,0.001418,0.00050709
0.0995,0.016049,0.010269,0.0048507,0.011308,0.0054468,0.0013879,0.00042009
0.099913,0.016739,0.010039,0.0047856,0.011254,0.0053251,0.0014079,0.00049799
0.10149,0.016353,0.010202,0.0047218,0.011336,0.0052525,0.0014173,0.00051459
0.099677,0.016176,0.0099843,0.0047473,0.011415,0.0052663,0.0014215,0.00054406
0.09982,0.01594,0.010209,0.0047223,0.011355,0.0053312,0.0013995,0.00050047
0.10031,0.016259,0.0095599,0.0045351,0.011537,0.0053728,0.001388,0.00046543
0.10026,0.015985,0.010148,0.0048376,0.01125,0.0053272,0.0014052,0.0005153
0.098249,0.01638,0.010096,0.0047747,0.011082,0.0050727,0.001399,0.00050792
0.09995,0.015877,0.0099664,0.0049416,0.011547,0.0055161,0.0013695,0.00044101
0.10009,0.015828,0.010062,0.0048178,0.011152,0.0053922,0.0013479,0.00040338
0.10021,0.016401,0.0098843,0.0044295,0.011154,0.0052331,0.001347,0.00039364
0.099374,0.015863,0.010208,0.00466,0.011583,0.005545,0.0013641,0.00045151
0.099145,0.016325,0.0099258,0.0045457,0.011176,0.0053117,0.0013581,0.00045802
0.10066,0.0162,0.010232,0.0048412,0.011256,0.0053346,0.0013393,0.00039848
0.10028,0.015662,0.010214,0.0048194,0.011241,0.0051848,0.0013461,0.0004272
0.10051,0.015529,0.010025,0.0046943,0.011169,0.0052577,0.0013629,0.00047933
0.10036,0.015508,0.010144,0.0047291,0.011363,0.005194,0.0013595,0.00047812
0.099704,0.015745,0.010301,0.0046048,0.01139,0.005325,0.001346,0.00046526
0.099915,0.015797,0.0099068,0.0048223,0.011111,0.0049883,0.0013451,0.00045672
0.09987,0.016111,0.010015,0.0046799,0.011473,0.0054882,0.0013593,0.00053515
0.099757,0.015868,0.010143,0.0045921,0.011525,0.0054155,0.0013383,0.00045444
0.10091,0.015333,0.010127,0.0045994,0.010963,0.005389,0.00134,0.00046596
0.10017,0.014433,0.0099002,0.0046498,0.010994,0.0050467,0.0013042,0.00037401
0.10033,0.015995,0.009995,0.004597,0.011157,0.0051139,0.0013134,0.00043972
0.099983,0.015483,0.010233,0.004601,0.011246,0.0052024,0.0013151,0.00043782
0.099972,0.015454,0.010205,0.0045075,0.011359,0.0051734,0.0013292,0.00048041
0.10011,0.015111,0.009958,0.0044801,0.011208,0.0054537,0.0013185,0.0004477
0.10048,0.015422,0.0099926,0.0045764,0.011042,0.0051027,0.0013227,0.00046516
0.10075,0.016013,0.0097912,0.0045724,0.011169,0.0051441,0.0013194,0.00046402
0.098763,0.015489,0.0098603,0.0047987,0.011397,0.0052982,0.0013064,0.00043805
0.1006,0.015383,0.010122,0.0047183,0.011209,0.004964,0.0013252,0.0005145
0.10019,0.015869,0.009939,0.0045681,0.011501,0.0052303,0.0013122,0.00046657
0.1003,0.015494,0.010229,0.0047692,0.011481,0.0052987,0.001326,0.00050464
0.099583,0.015748,0.0099515,0.0045509,0.011199,0.0052988,0.0012961,0.0004401
0.099962,0.015694,0.0097409,0.004415,0.011144,0.0053122,0.0013002,0.00045728
0.10001,0.015093,0.010205,0.0045606,0.011081,0.005113,0.001285,0.00042533
0.10055,0.015441,0.0099181,0.0046226,0.011003,0.0050203,0.0012771,0.00042516
0.10078,0.0153,0.010118,0.0046526,0.011283,0.005052,0.0012957,0.00047787
0.099728,0.015496,0.0099832,0.0046742,0.011126,0.0050665,0.0012566,0.00036721
0.10064,0.015422,0.010038,0.0044661,0.010925,0.0050155,0.0012967,0.00049191
0.099676,0.016189,0.0099881,0.0045267,0.011436,0.0051605,0.0012625,0.00040069
0.099883,0.015216,0.00995,0.0043574,0.010963,0.0049711,0.0013,0.00052127
0.099899,0.015268,0.009962,0.0043784,0.011295,0.0052,0.0012518,0.00038519
0.10026,0.015774,0.0099573,0.0045228,0.011257,0.0050719,0.0012607,0.00041727
0.099368,0.015633,0.010184,0.0046693,0.011373,0.0051123,0.00126,0.00042252
0.099459,0.015514,0.0096887,0.0044947,0.011153,0.0051409,0.0012571,0.00042152
0.099792,0.014876,0.0099106,0.0045496,0.011061,0.0048909,0.0012541,0.00042053
0.10035,0.015361,0.010331,0.004685,0.011186,0.0051347,0.00127,0.00048882
0.1002,0.014934,0.0098689,0.0045472,0.011398,0.0049616,0.0012389,0.00039319
0.09989,0.014975,0.0099136,0.0045897,0.011183,0.0050922,0.001264,0.00047517
0.099432,0.015265,0.009986,0.004411,0.011161,0.0051784,0.0012821,0.00052925
0.099743,0.015219,0.0099465,0.0043238,0.010831,0.0050425,0.0012163,0.00034879
0.099751,0.015726,0.0098933,0.0044762,0.011163,0.0050357,0.0012599,0.00049326
0.099925,0.015084,0.0099769,0.0045736,0.011028,0.0049931,0.0012384,0.00042563
0.099714,0.015296,0.010157,0.0047239,0.011116,0.0051701,0.0012633,0.00051039
0.10034,0.015061,0.0098779,0.0043665,0.010907,0.0048453,0.0012396,0.00044076
0.099644,0.01534,0.010126,0.004527,0.010977,0.004926,0.0012529,0.00048777
0.10009,0.014971,0.009961,0.0046387,0.011225,0.0047753,0.0012362,0.00044425
0.099459,0.014801,0.0098856,0.0044651,0.011329,0.0050336,0.0012128,0.00039056
0.099672,0.015212,0.0099315,0.0045223,0.011163,0.0048931,0.0012557,0.00050821
0.09947,0.014786,0.010023,0.0042405,0.011373,0.0050549,0.0012278,0.00044121
0.10008,0.015194,0.0099136,0.0045608,0.011073,0.0049687,0.0012341,0.00046127
0.10017,0.015308,0.0097234,0.0042182,0.011439,0.0050525,0.0012109,0.00042349
0.10038,0.015271,0.0098937,0.0043452,0.010786,0.0048322,0.0012262,0.00048673
0.099193,0.014954,0.0099233,0.0044904,0.011347,0.0049896,0.0012438,0.00052676
0.10012,0.015096,0.0097815,0.0044182,0.011206,0.0049988,0.0012275,0.00046713
0.099527,0.014785,0.010101,0.0044281,0.011032,0.0050988,0.0012,0.00043156
0.099636,0.015018,0.010101,0.0043284,0.011219,0.0048592,0.001204,0.00043517
0.10019,0.014629,0.0099843,0.0044662,0.011107,0.0049035,0.0012148,0.00046495
0.10035,0.014972,0.0098504,0.004329,0.010935,0.0049243,0.0012121,0.00046391
0.099493,0.015355,0.0102,0.0045183,0.010968,0.0048632,0.0012071,0.00044697
0.10106,0.015256,0.010122,0.0044832,0.011148,0.0048628,0.0011956,0.00042509
0.10081,0.014411,0.0099224,0.004491,0.010993,0.0048962,0.0012129,0.00047987
0.099703,0.014689,0.0098451,0.0043508,0.011297,0.0050357,0.0011903,0.00042321
0.10073,0.014584,0.010013,0.0044627,0.011216,0.0048701,0.0011832,0.00042313
0.099601,0.014755,0.009967,0.00434,0.010976,0.0048611,0.001185,0.00045461
0.1001,0.014505,0.010015,0.0042284,0.010812,0.0049846,0.0012088,0.00047924
0.10029,0.014924,0.0098421,0.0045687,0.011139,0.0048282,0.0011842,0.000441
0.099204,0.014985,0.0099322,0.0042708,0.010949,0.0048779,0.0011772,0.00041858
0.099995,0.014322,0.010022,0.0043831,0.011182,0.0046041,0.0011834,0.00048962
0.10082,0.014771,0.010072,0.0044766,0.010722,0.0047093,0.0011678,0.00040606
0.099345,0.014819,0.010061,0.0043866,0.011176,0.00516,0.0011891,0.00048043
0.099697,0.014169,0.0099588,0.0043884,0.010998,0.0048373,0.0011627,0.00041579
0.10057,0.014121,0.010165,0.0045217,0.011137,0.0048328,0.0011905,0.00047198
0.10018,0.014564,0.0098985,0.0044328,0.011175,0.0049793,0.0011706,0.00043345
0.10017,0.014721,0.010123,0.0042233,0.010893,0.0047529,0.0011616,0.00041744
0.10041,0.01423,0.0098516,0.0043834,0.010962,0.0046845,0.0011527,0.00040082
0.10019,0.014369,0.010058,0.0044779,0.01109,0.0048017,0.001176,0.00046889
0.099616,0.014242,0.010154,0.004433,0.011,0.0047876,0.001167,0.00044413
0.10059,0.015011,0.010098,0.0045072,0.011043,0.0047422,0.0011432,0.00040435
0.10002,0.014196,0.0098102,0.0043452,0.011142,0.0048907,0.0011258,0.00035193
0.099878,0.014226,0.0098723,0.0043887,0.011005,0.0047092,0.0011638,0.00046047
0.099714,0.014453,0.0099151,0.0044085,0.011028,0.0047907,0.0011338,0.00040774
0.10022,0.014425,0.009964,0.0041612,0.011037,0.0049325,0.0011525,0.00044496
0.099465,0.014488,0.0099958,0.0041493,0.011103,0.0048981,0.0011501,0.00046373
0.10016,0.014506,0.0097046,0.0042968,0.011049,0.0048228,0.0011435,0.00043379
0.09926,0.014158,0.0099663,0.0042833,0.010879,0.0046815,0.0011284,0.00040353
0.10027,0.015176,0.0099811,0.0041285,0.011186,0.0048293,0.0011176,0.00036993
0.099979,0.014197,0.010122,0.0043284,0.010998,0.0045912,0.0011405,0.00044029
0.099938,0.014054,0.0099205,0.0043289,0.010885,0.0048023,0.0011444,0.00046234
0.10006,0.014628,0.010048,0.0041159,0.011115,0.0047126,0.0011566,0.00048124
0.099598,0.014369,0.010163,0.0042025,0.010669,0.0047656,0.0011208,0.00040928
0.099367,0.013998,0.0099044,0.0042324,0.011452,0.00482,0.0011476,0.00046183
0.099577,0.014749,0.010224,0.0043772,0.011002,0.0048346,0.0011286,0.00042572
0.099886,0.013512,0.0099669,0.0042459,0.011119,0.0047505,0.0011263,0.00043482
0.10046,0.013904,0.0098616,0.0043116,0.010938,0.0047559,0.001124,0.00045319
0.10011,0.014355,0.0099031,0.0041797,0.011009,0.0046798,0.0011093,0.00041543
0.099658,0.014193,0.01021,0.0042682,0.011175,0.0048916,0.0011029,0.0003835
0.10003,0.014489,0.0099179,0.0041958,0.01083,0.0048181,0.0011068,0.00039772
0.10005,0.014607,0.010045,0.004359,0.011093,0.0047603,0.0011086,0.00041675
0.099691,0.013939,0.010166,0.0042413,0.01118,0.0047131,0.0011207,0.00043737
0.10028,0.01462,0.010149,0.0042972,0.010854,0.0047167,0.0011245,0.00045839
0.099682,0.014126,0.0099735,0.0040994,0.011307,0.004728,0.0011141,0.0004501
0.1001,0.01434,0.0097154,0.0043622,0.010987,0.0046822,0.0010996,0.00041336
0.1003,0.014553,0.010174,0.0044182,0.011105,0.0047884,0.0011014,0.00042157
0.10055,0.013858,0.010095,0.0042857,0.010855,0.0044522,0.0010931,0.00043626
0.099671,0.014201,0.0097434,0.0041465,0.010938,0.0046732,0.0010909,0.00043538
0.10011,0.013928,0.0099859,0.0042751,0.011053,0.0046596,0.0010887,0.00040544
0.10018,0.013716,0.0099557,0.0041507,0.011195,0.0049329,0.0011026,0.00045771
0.099428,0.014249,0.01003,0.0042571,0.011172,0.0046634,0.0010924,0.00041204
0.099747,0.013847,0.010303,0.0043264,0.011026,0.004512,0.0010802,0.00038816
0.10003,0.014415,0.009784,0.0043049,0.011053,0.0045529,0.001068,0.0004044
0.099785,0.014078,0.010158,0.0042878,0.010941,0.0046346,0.0010978,0.00044431
0.099567,0.013791,0.0097649,0.0040769,0.010958,0.0046151,0.0011056,0.00046303
0.10067,0.013939,0.0099006,0.0041062,0.011081,0.0045206,0.0010994,0.00046303
0.10082,0.01406,0.0099266,0.0040751,0.010717,0.0044444,0.0010813,0.00041152
0.10044,0.014094,0.0098792,0.0041015,0.010924,0.0046462,0.0010812,0.00042438
0.09964,0.01424,0.010091,0.004276,0.0109,0.0044622,0.0011008,0.00046687
0.10039,0.013963,0.010225,0.0042709,0.010639,0.0044003,0.0011006,0.00047785
0.099892,0.01369,0.0098209,0.0039674,0.010946,0.0044671,0.0010689,0.00040912
0.10058,0.0138,0.010049,0.004206,0.010668,0.0047894,0.0010668,0.00040831
0.10019,0.013798,0.010143,0.0043266,0.010862,0.0044738,0.0010588,0.00038443
0.10035,0.013911,0.010088,0.0041182,0.010901,0.0046564,0.0010744,0.00043163
0.099557,0.013938,0.010139,0.0041183,0.011036,0.0047251,0.0010684,0.00041356
0.099778,0.013575,0.010119,0.0043178,0.010626,0.0043923,0.001076,0.00045861
0.10047,0.013417,0.0099086,0.0040688,0.010844,0.0043534,0.0010603,0.00040352
0.099891,0.014064,0.0099165,0.0040707,0.011079,0.0047021,0.001068,0.00043223
0.09987,0.013654,0.010021,0.004086,0.010828,0.0046267,0.0010543,0.00039767
0.099354,0.013733,0.010089,0.0041403,0.01097,0.0044957,0.001058,0.00041861
0.10008,0.014242,0.0099788,0.0041224,0.011116,0.0046223,0.0010405,0.00038377
0.099397,0.013715,0.010079,0.004207,0.011082,0.0045241,0.0010636,0.00044504
0.099846,0.013433,0.01015,0.0041098,0.010798,0.0045378,0.0010538,0.0004701
0.10034,0.013902,0.0099674,0.0040285,0.010924,0.0044528,0.0010288,0.0003778
0.10087,0.01308,0.0099291,0.0041466,0.011088,0.0044368,0.0010441,0.00039733
0.10048,0.013753,0.0098432,0.0040146,0.010596,0.0044212,0.0010497,0.00042172
0.099714,0.01346,0.0099046,0.004016,0.010894,0.004584,0.0010553,0.00042776
0.10009,0.013502,0.010232,0.0042688,0.010948,0.0046012,0.0010724,0.0004708
0.099551,0.013385,0.010106,0.0040053,0.011008,0.0046208,0.0010418,0.00043247
0.1001,0.013479,0.0098425,0.0042286,0.01106,0.0043858,0.0010304,0.00038512
0.10069,0.013407,0.0099886,0.0040299,0.010803,0.0044641,0.001053,0.00043568
0.10002,0.013131,0.0097656,0.0041231,0.01101,0.0043752,0.0010454,0.00042372
0.099849,0.013681,0.010126,0.0041954,0.01086,0.0045415,0.0010377,0.00041999
0.09986,0.013066,0.010013,0.0039914,0.010761,0.0043773,0.0010301,0.00040757
0.10067,0.013316,0.010267,0.0043436,0.01055,0.0044996,0.0010226,0.00040363
0.10023,0.013699,0.0099024,0.0040948,0.010963,0.0046902,0.0010206,0.00038499
0.099902,0.013475,0.0098633,0.0039748,0.010771,0.0045616,0.0010112,0.00036715
0.10023,0.013476,0.0098486,0.0041259,0.011061,0.0046818,0.0010187,0.00040532
0.099813,0.012995,0.0099291,0.0040062,0.010703,0.0045832,0.0010149,0.00038283
0.099683,0.013,0.010006,0.0040575,0.010923,0.0042666,0.0010168,0.0004077
0.099846,0.013687,0.010132,0.0040788,0.010913,0.0043115,0.0010167,0.00039358
0.099885,0.013366,0.010241,0.0043665,0.010848,0.004447,0.0010241,0.00042041
0.099543,0.013354,0.010048,0.0040135,0.011038,0.0043859,0.0010519,0.00048801
0.10002,0.01308,0.0096673,0.004095,0.0108,0.0044002,0.0010351,0.00046197
0.099742,0.013582,0.010011,0.0039464,0.010801,0.004498,0.0010055,0.00038267
0.099406,0.013431,0.0099761,0.0040444,0.010693,0.0043898,0.0010018,0.00038678
0.09985,0.013177,0.0099485,0.0041543,0.011058,0.004449,0.0010221,0.00043857
0.099078,0.013232,0.0098275,0.0040108,0.010956,0.0042868,0.0010037,0.0003971
0.099808,0.013719,0.0099231,0.004079,0.010994,0.0045573,0.001011,0.00042303
0.099522,0.013514,0.0099525,0.0042144,0.010751,0.0043548,0.0010037,0.00041143
0.10061,0.013698,0.0096898,0.0039208,0.010841,0.0044614,0.00099635,0.00039108
0.1,0.013791,0.010075,0.0042215,0.010798,0.004463,0.001,0.0003934
0.099537,0.013471,0.0098273,0.0039929,0.010602,0.0041993,0.00099091,0.00039426
0.099755,0.013643,0.0099855,0.0040805,0.010547,0.0043958,0.00099093,0.00038038
0.1003,0.012898,0.0099348,0.0041179,0.011008,0.0042847,0.00098188,0.00037249
0.09978,0.013583,0.0099566,0.0039885,0.010913,0.0043827,0.00099819,0.00041768
0.099792,0.012814,0.0099495,0.0040366,0.010829,0.0042848,0.0010072,0.00044471
0.099592,0.013277,0.010007,0.0040451,0.010992,0.0043144,0.001,0.0004265
0.099569,0.012899,0.0098417,0.004004,0.01102,0.0045438,0.00098561,0.00039299
0.1012,0.013147,0.010066,0.0039759,0.01067,0.0043946,0.00099641,0.00042497
0.099852,0.012828,0.0097007,0.0039051,0.010776,0.0044419,0.00098746,0.00041044
0.10013,0.013131,0.009898,0.0039269,0.010675,0.0043118,0.00096601,0.00035975
0.099734,0.012602,0.0098964,0.0040514,0.010934,0.0042748,0.00097143,0.00036642
0.098996,0.013009,0.0099661,0.0039473,0.010915,0.00454,0.00098752,0.0004109
0.10028,0.013431,0.010165,0.0041559,0.01105,0.0043847,0.00096797,0.00036512
0.10029,0.012943,0.010094,0.0041317,0.010795,0.0041432,0.00098934,0.0004196
0.099678,0.013263,0.010069,0.0040712,0.010753,0.0042918,0.00099823,0.00043824
0.099919,0.013182,0.01008,0.0039632,0.010825,0.0044869,0.0010124,0.00047123
0.099058,0.012869,0.010044,0.0038988,0.010854,0.0043499,0.00095583,0.00035932
0.10034,0.012532,0.0099683,0.0040241,0.010818,0.0042502,0.00097531,0.00041828
0.099201,0.013375,0.0098028,0.0038749,0.010715,0.0043367,0.00096303,0.00038102
0.10036,0.01305,0.0098735,0.0038652,0.010899,0.004447,0.0009754,0.00040087
0.099804,0.012973,0.0099404,0.0038761,0.011253,0.0044626,0.00095965,0.00037969
0.10016,0.01309,0.010019,0.0039941,0.010838,0.0042124,0.00096673,0.00040451
0.10021,0.013097,0.010033,0.0039647,0.010776,0.0042718,0.00096503,0.00038835
0.099896,0.012604,0.010157,0.0039283,0.010653,0.004279,0.00097033,0.00040146
0.10038,0.01289,0.01,0.0039016,0.01086,0.0043603,0.00094599,0.00036208
0.099468,0.013378,0.0099409,0.0040663,0.011113,0.0044664,0.00097217,0.00041731
0.1004,0.012772,0.010042,0.0039339,0.010808,0.0042064,0.00095833,0.0003934
0.10001,0.013087,0.01021,0.0039655,0.010996,0.0043821,0.00094454,0.00035946
0.099503,0.013627,0.009872,0.003902,0.011013,0.0042965,0.00095329,0.0003886
0.10033,0.013451,0.01014,0.0040611,0.011032,0.0043876,0.00097237,0.00044066
0.1001,0.013412,0.010166,0.0039401,0.010884,0.0042738,0.00096207,0.00041771
0.10051,0.012985,0.0098365,0.0038701,0.010759,0.0042351,0.00095353,0.00039676
0.10041,0.012556,0.010187,0.0038558,0.010974,0.0043784,0.00095017,0.00039273
0.10024,0.012816,0.0097307,0.0037899,0.010708,0.0043632,0.00093825,0.0003632
0.099924,0.013276,0.010164,0.0039833,0.011132,0.00438,0.00090925,0.00030665
0.099256,0.012853,0.0099179,0.0038913,0.010981,0.004471,0.00097778,0.00044865
0.099407,0.012327,0.0099846,0.0040409,0.010767,0.0042047,0.00093686,0.00036856
0.099659,0.011993,0.0099796,0.0039935,0.010716,0.0042581,0.00094889,0.00040244
0.1005,0.012768,0.010094,0.0041006,0.010755,0.0042779,0.00092517,0.00035718
0.099605,0.012512,0.0098693,0.0038739,0.010943,0.0041914,0.00093039,0.00037097
0.10042,0.012709,0.010051,0.0037801,0.010859,0.0042688,0.00094576,0.00040356
0.10006,0.012385,0.0099746,0.0039727,0.010767,0.0041823,0.00091878,0.00034342
0.099611,0.012697,0.010063,0.0039901,0.010665,0.0042158,0.00096284,0.00043778
0.10005,0.012604,0.0098786,0.0039126,0.010781,0.0041807,0.00096965,0.00045075
0.1002,0.012759,0.010032,0.0039409,0.010953,0.004252,0.00093434,0.00039132
0.10021,0.012919,0.0098471,0.0038653,0.010944,0.0041112,0.00092269,0.00037069
0.10063,0.012414,0.0098674,0.0038139,0.010846,0.0042783,0.00093289,0.00040728
0.10073,0.012969,0.009871,0.0037611,0.010748,0.0040994,0.00093132,0.00039963
0.10029,0.012603,0.009913,0.0038997,0.010734,0.0041113,0.00093311,0.00040513
0.099964,0.012311,0.009773,0.0038953,0.010688,0.0041497,0.00091319,0.0003535
0.10056,0.0129,0.010032,0.0039628,0.010474,0.0041693,0.000925,0.00038016
0.099543,0.012718,0.01022,0.0040641,0.010692,0.0041203,0.00093511,0.00041503
0.09977,0.012696,0.010193,0.0038982,0.010873,0.0042782,0.00093023,0.00040845
0.10024,0.01288,0.010081,0.0039841,0.010944,0.0040127,0.00093698,0.00041571
0.099909,0.012533,0.0098957,0.0038888,0.010771,0.0042564,0.00093377,0.00041214
0.099589,0.012585,0.010003,0.0038576,0.010652,0.0042221,0.0009157,0.00038813
0.10021,0.012629,0.009863,0.0038021,0.010708,0.0041104,0.00092079,0.00039979
0.099557,0.01292,0.0098501,0.0038864,0.010836,0.0041712,0.0009061,0.00036672
0.099417,0.012809,0.0099474,0.0039396,0.010874,0.0042424,0.00090625,0.00036942
0.099821,0.012311,0.010033,0.0038974,0.011066,0.0040249,0.00090148,0.00036955
0.099885,0.012307,0.010025,0.0037526,0.010857,0.0043202,0.0009,0.00035406
0.10031,0.012976,0.01007,0.0038362,0.010924,0.0041698,0.00092635,0.00041954
0.10036,0.012258,0.010064,0.0038786,0.010866,0.0040285,0.0009085,0.00038984
0.1003,0.012283,0.0097618,0.0039048,0.011009,0.004201,0.00092007,0.00040608
0.099916,0.012703,0.0099267,0.003907,0.010712,0.0040992,0.00091531,0.00039966
0.10019,0.012347,0.010083,0.003811,0.010746,0.0040601,0.00089756,0.00037557
0.099496,0.012589,0.010062,0.0036876,0.010718,0.0042566,0.00090097,0.00037028
0.099271,0.012499,0.0099773,0.0037068,0.01065,0.0040554,0.00089951,0.00040368
0.099974,0.01268,0.0099871,0.0037426,0.010948,0.0042056,0.00088188,0.00035088
0.099571,0.012725,0.010019,0.0037613,0.010855,0.0042398,0.00089984,0.00038842
0.099953,0.011981,0.010132,0.0038169,0.01076,0.0041106,0.00091774,0.00041532
0.1002,0.012323,0.0098953,0.0038116,0.010745,0.0041186,0.00090016,0.00038639
0.10039,0.011698,0.0099566,0.0038108,0.010849,0.0041515,0.00088907,0.00036036
0.10028,0.012244,0.010108,0.0039317,0.010886,0.003998,0.00088283,0.00036445
0.10037,0.012533,0.009883,0.0037848,0.010988,0.0041237,0.00089423,0.00039482
0.099729,0.011997,0.0099232,0.0039163,0.010666,0.0042223,0.0008816,0.00035938
0.099855,0.012013,0.0098083,0.0037306,0.010788,0.0039787,0.00090575,0.00041218
0.099754,0.011977,0.0099378,0.0038623,0.010808,0.0042094,0.00089474,0.00039501
0.099774,0.012467,0.0099713,0.0038107,0.01088,0.0042546,0.0008758,0.00035445
0.099795,0.012263,0.0096979,0.0035815,0.010658,0.0041152,0.00087122,0.00034738
0.10045,0.012315,0.0099794,0.0038828,0.010651,0.0041601,0.00090317,0.00041485
0.099541,0.012584,0.010244,0.0038339,0.010638,0.0040638,0.00089065,0.00040161
0.099826,0.012202,0.010225,0.003885,0.010705,0.0042314,0.00086392,0.00033163
0.10011,0.012802,0.010051,0.0037719,0.010954,0.0042009,0.00087046,0.00035483
0.1003,0.011738,0.010058,0.0040022,0.01075,0.0041049,0.0008817,0.00039772
0.10014,0.012374,0.01012,0.0038608,0.010902,0.0041667,0.00088819,0.0003983
0.099998,0.012443,0.009978,0.0038412,0.010805,0.0040584,0.0008695,0.0003662
0.099605,0.012515,0.0099231,0.0037145,0.010877,0.0040424,0.00087441,0.00037086
0.09997,0.01214,0.010056,0.00397,0.010889,0.0042258,0.00086364,0.000345
0.099675,0.011717,0.0099139,0.0038562,0.010589,0.0039887,0.00085446,0.0003497
0.10071,0.012366,0.0098469,0.0038689,0.010644,0.0040744,0.00087187,0.00036541
0.1003,0.012166,0.010036,0.0037449,0.010612,0.0040023,0.000883,0.00040595
0.099698,0.012416,0.0099143,0.003765,0.011025,0.0039136,0.00085514,0.00033641
0.099572,0.011952,0.0099549,0.0038092,0.010776,0.0040731,0.00088025,0.00041063
0.10045,0.012163,0.0098789,0.003814,0.010836,0.0040409,0.00086801,0.00037902
0.10016,0.011977,0.010167,0.0037947,0.010542,0.0039714,0.00086202,0.00036989
0.10058,0.012554,0.0098251,0.0035694,0.010672,0.004067,0.00086533,0.00037144
0.099585,0.012376,0.0099629,0.003797,0.010601,0.0039769,0.00088408,0.00040566
0.1008,0.012415,0.0099383,0.0036818,0.010716,0.0041182,0.00086883,0.00038143
0.099889,0.012235,0.0098968,0.0038327,0.010717,0.0040616,0.00090139,0.00045149
0.099448,0.011779,0.0099062,0.0037651,0.010813,0.0040623,0.00085077,0.00034484
0.10034,0.012026,0.01022,0.0038273,0.010723,0.0041162,0.00085561,0.00036288
0.10018,0.01225,0.010043,0.0038331,0.010573,0.0040088,0.00085736,0.0003806
0.099905,0.012452,0.010046,0.0038531,0.010502,0.0039355,0.00085911,0.00037304
0.10008,0.012053,0.010009,0.0039188,0.010703,0.0039228,0.00085168,0.00035468
0.10024,0.012606,0.0099313,0.0037803,0.010608,0.0040082,0.0008687,0.00041055
0.10011,0.011726,0.010197,0.0037586,0.0108,0.0042129,0.00084756,0.00035724
0.10061,0.011899,0.010128,0.0036631,0.010554,0.0038726,0.00084932,0.00036875
0.10022,0.011736,0.009921,0.0037968,0.010786,0.0039217,0.00084954,0.00036467
0.099813,0.01259,0.0099499,0.0035811,0.010555,0.0040194,0.00084977,0.00036689
0.099693,0.012191,0.01007,0.0038027,0.010793,0.0039632,0.00084697,0.00036356
0.099364,0.0126,0.0098427,0.0037457,0.01081,0.0040461,0.00086233,0.00040924
0.099538,0.011769,0.010047,0.0036686,0.010762,0.0038892,0.00084441,0.00035611
0.099861,0.011541,0.010109,0.0037826,0.010777,0.0040578,0.0008356,0.00036055
0.099397,0.011765,0.010053,0.0038623,0.010646,0.0037182,0.00084789,0.00036609
0.10026,0.011847,0.0099985,0.003659,0.010866,0.0039279,0.00085263,0.0003938
0.099742,0.011991,0.0099024,0.003574,0.01068,0.0037628,0.00085886,0.00040537
0.10007,0.011904,0.010091,0.0036912,0.010548,0.0039712,0.00085757,0.00039917
0.10002,0.012586,0.010031,0.0036388,0.010621,0.0039714,0.00085629,0.00041511
0.10048,0.012281,0.010048,0.003793,0.010769,0.0041402,0.00084604,0.00038317
0.10011,0.011648,0.0098224,0.0037399,0.010701,0.0040347,0.00086269,0.00040599
0.10007,0.011986,0.0099523,0.0036347,0.010548,0.0039957,0.00083159,0.00034853
0.1002,0.012051,0.010121,0.0037554,0.010766,0.0039026,0.00083333,0.00037191
0.1001,0.011888,0.010048,0.0036236,0.010782,0.0040202,0.00082169,0.00033963
0.099561,0.011844,0.0099154,0.0036709,0.010944,0.0041008,0.00082493,0.00037218
0.10042,0.012018,0.0098593,0.0036677,0.010776,0.0039234,0.00084296,0.00040926
0.099827,0.012132,0.01008,0.0037317,0.010612,0.0039853,0.00083284,0.00037158
0.10001,0.011979,0.010009,0.0035756,0.010688,0.0039716,0.00082718,0.00036917
0.10041,0.012162,0.0099086,0.0036739,0.010589,0.0038534,0.00082448,0.0003477
0.099962,0.011994,0.0097541,0.0036606,0.010757,0.0041451,0.00082032,0.0003541
0.10013,0.011755,0.010088,0.0037136,0.010857,0.0041131,0.00081471,0.00033899
