jest1, j_std1, jest2, j_std2, jest3 ,j_std3, jest4, j_std4
0.099774,0.011362,0.0099266,0.0037192,0.010631,0.0039129,0.00083407,0.00037565
0.099658,0.012105,0.009893,0.0037694,0.010603,0.0038816,0.00081085,0.00035388
0.099961,0.011778,0.0097262,0.003627,0.010647,0.0039521,0.00083455,0.0003906
0.09982,0.011739,0.0099094,0.003598,0.010556,0.0038572,0.00082895,0.00037723
0.099641,0.011926,0.010164,0.0037119,0.01057,0.0039544,0.00083942,0.000401
0.10017,0.011826,0.0099781,0.0036157,0.010708,0.003915,0.00082945,0.00038099
0.099914,0.011588,0.0099403,0.0037359,0.010794,0.0037178,0.00082096,0.00036234
0.099916,0.01165,0.01007,0.00377,0.010611,0.0038148,0.00081541,0.00034804
0.10013,0.011796,0.010004,0.0035848,0.010675,0.0037763,0.0008418,0.00040969
0.099301,0.011792,0.010109,0.0037915,0.010729,0.0037394,0.00082464,0.00037319
0.10003,0.011845,0.0099508,0.0034739,0.01067,0.0039554,0.00081042,0.00036744
0.10072,0.011535,0.010039,0.0037472,0.010584,0.0038625,0.00081503,0.00036549
0.1002,0.011516,0.010033,0.0034996,0.01089,0.0040312,0.0008254,0.00037319
0.099518,0.011718,0.010043,0.00378,0.01071,0.0038557,0.000817,0.00036616
0.10002,0.011418,0.010032,0.0036016,0.010674,0.003806,0.00082014,0.00037842
0.10066,0.012205,0.010022,0.0036585,0.010677,0.0039024,0.00080172,0.00034809
0.10054,0.01132,0.0096815,0.0034904,0.010744,0.0037588,0.00080631,0.00035207
0.099767,0.011239,0.0099341,0.0037503,0.010559,0.0037968,0.00082235,0.0003913
0.10034,0.012358,0.009907,0.0035973,0.010881,0.0039226,0.00080544,0.00034776
0.10038,0.011749,0.01003,0.0036812,0.010826,0.0039667,0.00079571,0.00034348
0.099639,0.011527,0.010114,0.0034913,0.010898,0.0040317,0.00080599,0.00036325
0.1004,0.011433,0.01009,0.0035991,0.010863,0.0037522,0.00081339,0.00038232
0.10036,0.011896,0.0099929,0.0035601,0.010375,0.0037208,0.00080512,0.00035904
0.099976,0.011605,0.0098253,0.0035748,0.010605,0.0039327,0.0007983,0.00037102
0.099835,0.011728,0.0099617,0.0036967,0.010882,0.003871,0.00079007,0.00032902
0.10124,0.011905,0.01011,0.0035798,0.010903,0.0039357,0.00081445,0.00038387
0.10005,0.011759,0.01002,0.0036358,0.010776,0.0038697,0.00078642,0.00033746
0.099991,0.011434,0.010219,0.0036836,0.010916,0.0037966,0.00079802,0.00035966
0.099505,0.011794,0.01009,0.003507,0.010752,0.0039976,0.00079126,0.00034357
0.099005,0.011728,0.0099239,0.0035509,0.010917,0.0039292,0.0008,0.00036577
0.099968,0.011096,0.0099142,0.0035748,0.010587,0.0036636,0.00079747,0.00035741
0.10081,0.011415,0.010024,0.0035619,0.010675,0.0039435,0.00079635,0.00037313
0.099467,0.011553,0.010006,0.003703,0.010867,0.0038411,0.00078682,0.00035852
0.10012,0.01119,0.0098487,0.0035728,0.010726,0.0038359,0.00080532,0.00037957
0.10028,0.01173,0.01,0.0037169,0.010688,0.0037273,0.0007972,0.00037312
0.099936,0.011541,0.0099707,0.0034672,0.010355,0.003888,0.00078771,0.00036413
0.099687,0.011325,0.0098675,0.0036297,0.010673,0.0039717,0.00081172,0.00040268
0.099612,0.012219,0.010106,0.0034977,0.010758,0.0038089,0.00077159,0.00032704
0.10041,0.0119,0.0099513,0.0035602,0.010595,0.0037471,0.00077608,0.00033695
0.10018,0.011736,0.010054,0.0036019,0.010686,0.0039752,0.00075833,0.00029766
0.10004,0.011044,0.0099515,0.0035949,0.010709,0.0038083,0.0007767,0.00033534
0.099756,0.011262,0.010118,0.0035506,0.010737,0.0036951,0.00077424,0.00032651
0.10041,0.011251,0.010123,0.0036429,0.010661,0.0037663,0.000787,0.00035615
0.099984,0.011579,0.010011,0.003592,0.010513,0.0038601,0.00080249,0.00039678
0.1002,0.011778,0.010025,0.0036434,0.010809,0.0036729,0.00078207,0.00035051
0.10021,0.011564,0.010017,0.0036367,0.010424,0.0038317,0.00076584,0.00032279
0.10028,0.011303,0.009912,0.0035685,0.010801,0.0037471,0.00076204,0.00032299
0.10044,0.011285,0.0098984,0.0035683,0.010654,0.0036396,0.00076236,0.00033091
0.099712,0.011612,0.010059,0.003622,0.010668,0.003994,0.0007572,0.00031084
0.099743,0.011545,0.0098301,0.0035036,0.010841,0.0038772,0.00078904,0.00037339
0.10048,0.011315,0.010003,0.0035566,0.010542,0.0037695,0.00078523,0.00036859
0.099876,0.010947,0.0099426,0.0034998,0.010707,0.0036673,0.00078142,0.00037386
0.099661,0.011251,0.009985,0.0035305,0.01074,0.0037626,0.00076262,0.00032735
0.099753,0.011643,0.0098883,0.0034021,0.010579,0.0037929,0.00076294,0.0003294
0.099978,0.010996,0.010161,0.0036725,0.010551,0.0037075,0.00077687,0.00037019
0.10006,0.011763,0.0099158,0.0036479,0.010509,0.0038323,0.00078125,0.00037321
0.099562,0.011305,0.010128,0.0036519,0.010594,0.0038057,0.00075441,0.00031798
0.10003,0.011291,0.010066,0.0034494,0.010723,0.0038127,0.00076829,0.00035485
0.099352,0.011463,0.01011,0.0035625,0.010622,0.0037972,0.00078078,0.00037094
0.10027,0.011402,0.0099473,0.0035529,0.010517,0.0036386,0.00075676,0.00032673
0.099958,0.011132,0.0099217,0.0035095,0.010503,0.0036615,0.00078812,0.00039352
0.10039,0.011508,0.01007,0.0034936,0.010669,0.0037547,0.00075876,0.00033311
0.099805,0.011632,0.0099623,0.0033992,0.010491,0.0038322,0.00078062,0.00038934
0.10036,0.011894,0.010276,0.0036333,0.010645,0.003752,0.00077285,0.00035927
0.09998,0.011329,0.01003,0.0035615,0.010697,0.0036974,0.0007651,0.00034787
0.10008,0.011379,0.0099866,0.003372,0.010635,0.0037656,0.00073592,0.00028951
0.10045,0.011816,0.010174,0.0035537,0.010591,0.0037162,0.00076037,0.00034766
0.099674,0.011362,0.010049,0.0034323,0.010593,0.0035523,0.0007607,0.00033901
0.10007,0.011016,0.0099813,0.0035936,0.010669,0.0036903,0.00074766,0.00032829
0.10004,0.011606,0.010192,0.0035917,0.010596,0.0037924,0.00078533,0.00038911
0.10011,0.010981,0.010093,0.0034364,0.010803,0.0037651,0.000751,0.00034201
0.099228,0.011521,0.0099588,0.0036501,0.010669,0.0040089,0.0007633,0.00036804
0.099962,0.011172,0.010116,0.0034344,0.01059,0.0037638,0.00077556,0.00038266
0.099742,0.010969,0.010008,0.003592,0.010777,0.0036573,0.00075995,0.00036016
0.099979,0.011271,0.009804,0.0036768,0.010697,0.0036246,0.00075894,0.00034978
0.10011,0.011188,0.0098333,0.0035609,0.010411,0.0034418,0.00076058,0.00036334
0.099789,0.011431,0.01007,0.0035226,0.010455,0.003619,0.00075561,0.00036151
0.099544,0.011336,0.010132,0.0034215,0.010731,0.0037201,0.00076385,0.0003751
0.099559,0.010657,0.0098643,0.0033826,0.010728,0.0038171,0.0007365,0.00032159
0.10059,0.011176,0.0099553,0.0034257,0.01066,0.0037903,0.00074737,0.00035171
0.1002,0.0109,0.0098568,0.0034861,0.010633,0.0037045,0.00075558,0.00035124
0.10075,0.011433,0.010282,0.0035042,0.010697,0.0036412,0.00075591,0.00036723
0.10034,0.011038,0.0099489,0.003375,0.010638,0.0035194,0.00073526,0.00032985
0.10044,0.010695,0.010077,0.0035201,0.010527,0.0035955,0.00076047,0.00038502
0.099547,0.011156,0.0099739,0.0033622,0.010664,0.0037194,0.00075163,0.00036379
0.10036,0.011015,0.010097,0.0034023,0.01068,0.0038003,0.00074021,0.00033175
0.10005,0.01114,0.0098475,0.0034802,0.010713,0.003672,0.00073012,0.00031523
0.099515,0.010967,0.010078,0.0034453,0.010703,0.0035673,0.00072917,0.00031482
0.10005,0.011593,0.0097854,0.003342,0.010504,0.0034214,0.00074382,0.00036059
0.10062,0.011059,0.010142,0.0033662,0.010462,0.0037142,0.00072727,0.00031933
0.10003,0.011059,0.0099598,0.0035507,0.010569,0.0036785,0.00073541,0.00033966
0.10043,0.010831,0.010038,0.0034227,0.01077,0.0036848,0.00074482,0.0003605
0.1004,0.011071,0.010036,0.0035802,0.010545,0.0038016,0.0007348,0.0003506
0.10022,0.011311,0.0097907,0.0033777,0.01069,0.0036987,0.0007416,0.00033837
0.099821,0.011069,0.01017,0.0035725,0.010849,0.003459,0.00074968,0.00037067
0.099785,0.011335,0.010067,0.0034612,0.010788,0.0035725,0.00074227,0.00034649
0.099825,0.010981,0.0099434,0.0035252,0.010376,0.0035178,0.00076448,0.0003845
0.099685,0.011237,0.010126,0.0033621,0.01073,0.0036354,0.0007108,0.00029937
0.099717,0.010991,0.0099332,0.0034427,0.010789,0.0037551,0.00073556,0.0003486
0.10004,0.011252,0.0099641,0.0035575,0.010649,0.0037019,0.00072308,0.00031914
0.099815,0.011155,0.010166,0.0035516,0.010569,0.0035472,0.00073624,0.00034225
0.10001,0.011341,0.01024,0.0034987,0.010611,0.0037122,0.00072634,0.0003321
0.10003,0.011267,0.0098212,0.0035576,0.010691,0.0038056,0.00072286,0.00032738
0.10028,0.01123,0.010134,0.0033558,0.010499,0.0036993,0.00072832,0.00033754
0.10009,0.01074,0.0099554,0.0034623,0.010824,0.0035817,0.00072484,0.00034256
0.09973,0.010595,0.010225,0.0034666,0.010483,0.0035897,0.00071756,0.00032678
0.10009,0.011432,0.0099111,0.003386,0.010729,0.0035722,0.00075349,0.00039461
0.099943,0.010501,0.010113,0.0033939,0.010802,0.0035762,0.00071574,0.00032096
0.099996,0.011054,0.010011,0.0033554,0.010788,0.0037599,0.00074271,0.00036884
0.10043,0.010981,0.010097,0.0035105,0.010438,0.0036045,0.00073418,0.00034822
0.10032,0.011024,0.010042,0.0034106,0.010445,0.0036731,0.00075095,0.00038607
0.10086,0.010808,0.010048,0.0033675,0.010723,0.0036488,0.00074747,0.00039046
0.099536,0.010726,0.0098789,0.0034686,0.010529,0.0035887,0.00071501,0.00031544
0.10069,0.010745,0.010107,0.0034695,0.010489,0.0035521,0.0007267,0.00034525
0.099923,0.010755,0.010016,0.0033662,0.010696,0.0036746,0.00072579,0.00035388
0.1001,0.011021,0.010143,0.0033147,0.010618,0.0035566,0.00073241,0.00036453
0.10046,0.010785,0.0098294,0.0033862,0.010428,0.0034758,0.00071769,0.00033406
0.099677,0.011115,0.0098684,0.0033731,0.010765,0.0037305,0.00072807,0.00035114
0.099908,0.011163,0.0099875,0.003351,0.010538,0.0037739,0.00073467,0.00037026
0.10004,0.011149,0.010076,0.0034008,0.010465,0.0035281,0.00070375,0.00032859
0.10015,0.010817,0.010066,0.0034696,0.010591,0.0035039,0.00069788,0.00030473
0.10046,0.010735,0.010046,0.0033536,0.0107,0.0035018,0.00073566,0.00038227
0.10059,0.010948,0.0099913,0.0033842,0.010607,0.0035137,0.00072105,0.0003452
0.10005,0.010729,0.010165,0.0034517,0.010539,0.0036956,0.00072761,0.00037285
0.10037,0.011023,0.010087,0.0034741,0.010686,0.0036228,0.00069317,0.00031105
0.099837,0.010885,0.0099901,0.003393,0.010415,0.0034032,0.00073449,0.00037964
0.099668,0.010328,0.009798,0.0035235,0.010551,0.003697,0.00069765,0.00031616
0.099692,0.010959,0.010134,0.0033685,0.010488,0.0035302,0.0007104,0.00035137
0.099869,0.010865,0.0099951,0.0032085,0.010694,0.0035453,0.00072188,0.00036044
0.099773,0.010124,0.010014,0.003501,0.010395,0.0035997,0.0007,0.00030882
0.1012,0.011084,0.0099174,0.0032199,0.0107,0.0037895,0.00070777,0.00033223
0.099744,0.010724,0.0098337,0.0034806,0.010451,0.003505,0.00071182,0.00034832
0.10015,0.010113,0.010015,0.0034898,0.010664,0.0036257,0.00069127,0.00029677
0.099762,0.01046,0.010018,0.0032403,0.010661,0.0034985,0.00070885,0.00033225
0.10026,0.010772,0.009827,0.0034104,0.01079,0.0036482,0.00070184,0.00032204
0.10006,0.010952,0.010005,0.0032984,0.010625,0.0036531,0.00069485,0.00031142
0.09943,0.010867,0.010106,0.0034109,0.010514,0.0036436,0.00069645,0.00031518
0.10018,0.0111,0.010193,0.0033127,0.010594,0.0035433,0.00070416,0.00033768
0.10046,0.01053,0.010024,0.003292,0.010716,0.0035423,0.00070208,0.00033539
0.099648,0.011035,0.010034,0.0033813,0.010364,0.0035291,0.00073171,0.00039724
0.099476,0.010568,0.0099135,0.0033197,0.010443,0.0036438,0.00069549,0.00032233
0.10012,0.010566,0.010148,0.0032567,0.010651,0.0036411,0.00069586,0.00031929
0.1004,0.011042,0.0099708,0.0032818,0.010602,0.0036587,0.00067679,0.00028704
0.099616,0.011078,0.0099272,0.0032443,0.010668,0.0036335,0.00071117,0.00034897
0.1002,0.010871,0.010055,0.003423,0.010794,0.0036049,0.0006897,0.0003214
0.099965,0.010797,0.010011,0.0032904,0.010659,0.0035312,0.00071065,0.00035815
0.10051,0.010393,0.0099843,0.0032313,0.010632,0.0036823,0.00069045,0.00032453
0.10033,0.010829,0.010033,0.0032196,0.010621,0.0033836,0.00070652,0.00034974
0.099371,0.010894,0.0097226,0.003284,0.010676,0.0035907,0.00068758,0.00031263
0.099791,0.010466,0.010067,0.0034174,0.010552,0.0034431,0.0007,0.00035848
0.10028,0.010892,0.010093,0.0035061,0.010636,0.003459,0.00072082,0.0003792
0.099112,0.010356,0.0099712,0.003281,0.010504,0.0034331,0.00070553,0.00035962
0.099966,0.010894,0.00991,0.0034101,0.010478,0.0035813,0.00068187,0.0003341
0.1,0.010237,0.010211,0.0033097,0.010749,0.0034627,0.00068225,0.00030875
0.09989,0.010509,0.0098407,0.0033341,0.010537,0.0035104,0.00070898,0.00036645
0.10089,0.010189,0.0099474,0.0033071,0.010474,0.0035259,0.00070335,0.0003635
0.10038,0.010638,0.0099307,0.0032399,0.010256,0.0035274,0.00068817,0.00033857
0.099994,0.010268,0.010011,0.0031819,0.01052,0.0035473,0.00068496,0.00032593
0.099387,0.011083,0.010019,0.0033307,0.010508,0.0034265,0.00070322,0.0003615
0.099603,0.010491,0.0098833,0.0033254,0.010591,0.0034794,0.00070714,0.00035962
0.10027,0.01053,0.0099608,0.0031917,0.010432,0.0033533,0.00068014,0.0003254
0.09992,0.010509,0.010061,0.0032376,0.010548,0.0035724,0.00067933,0.00032501
0.10032,0.010633,0.0099454,0.0032543,0.010544,0.0034264,0.00066904,0.00030468
0.099481,0.010022,0.0098744,0.0033505,0.010397,0.0034456,0.00068957,0.00033795
0.10025,0.010539,0.010219,0.0033545,0.010495,0.0034881,0.00068757,0.00033581
0.1001,0.010637,0.0099031,0.0032506,0.010424,0.0035097,0.00069267,0.0003399
0.099936,0.010131,0.010087,0.0033639,0.010712,0.0035664,0.00068241,0.00034218
0.10027,0.010468,0.0099988,0.0033634,0.010722,0.0034303,0.00068868,0.00034386
0.099679,0.010591,0.0099658,0.0033646,0.010519,0.0034304,0.00067727,0.00032354
0.10031,0.010815,0.0098165,0.0032329,0.010557,0.0035616,0.00066941,0.00031636
0.099649,0.010857,0.0098437,0.0031951,0.010576,0.0035873,0.00069213,0.00035481
0.099439,0.010883,0.010001,0.003336,0.010777,0.0034696,0.00067723,0.00032175
0.10026,0.010665,0.010096,0.0033631,0.01062,0.0034919,0.00065416,0.00027914
0.099756,0.010428,0.010104,0.0032716,0.01052,0.0034033,0.0006815,0.00032986
0.099996,0.0106,0.0098655,0.0032838,0.010531,0.0034242,0.00068655,0.00034203
0.099361,0.010508,0.010117,0.0033487,0.01042,0.0034535,0.00067757,0.00034196
0.10029,0.01105,0.0099708,0.0033195,0.010596,0.0035342,0.00066161,0.00030108
0.10009,0.010239,0.010163,0.0032762,0.010658,0.0034219,0.00065268,0.00029129
0.10045,0.010494,0.010158,0.003501,0.010548,0.0035021,0.00067055,0.00032576
0.09993,0.010448,0.010009,0.0032337,0.010447,0.0035174,0.00066628,0.00033247
0.099898,0.01051,0.01016,0.0033024,0.010597,0.0035399,0.00066667,0.00032562
0.10008,0.01059,0.010032,0.0032878,0.010492,0.0034816,0.00065081,0.00027778
0.099705,0.01038,0.0098934,0.0032972,0.010551,0.0035233,0.00065817,0.00030093
0.099857,0.010204,0.010078,0.0033634,0.01063,0.0033774,0.00067477,0.00032776
0.099673,0.010389,0.0099954,0.0032651,0.010515,0.0035449,0.00066821,0.00031869
0.10022,0.010677,0.010015,0.0031642,0.010625,0.0036627,0.00067436,0.00034841
0.10017,0.010329,0.0099654,0.0032981,0.010529,0.0035567,0.00068858,0.0003605
0.099785,0.010636,0.010035,0.0031847,0.010572,0.0033409,0.00066359,0.00031403
0.10016,0.010312,0.010071,0.0031573,0.010408,0.0034011,0.00066743,0.00035224
0.099675,0.010424,0.0098897,0.0033034,0.010464,0.0035168,0.00068391,0.00034495
0.1001,0.010282,0.0099759,0.003312,0.010335,0.0034048,0.00065786,0.0003032
0.10052,0.010025,0.010178,0.0034068,0.010586,0.00322,0.00066743,0.00033896
0.10012,0.010227,0.0099805,0.0032138,0.010615,0.0034894,0.00068041,0.00034603
0.099942,0.010455,0.01004,0.0033089,0.01071,0.0032789,0.00065904,0.00031187
0.099937,0.0099025,0.0099531,0.0032698,0.010659,0.0034545,0.00066171,0.00031264
0.099406,0.010298,0.0098425,0.003172,0.010623,0.0034338,0.00065753,0.00033146
0.10045,0.010266,0.010081,0.0032682,0.010513,0.0033481,0.00066363,0.00032121
0.10065,0.010299,0.010204,0.0032846,0.010658,0.0034148,0.00066515,0.0003242
0.1011,0.010572,0.010056,0.0032832,0.0104,0.003393,0.00067918,0.00036279
0.09988,0.010338,0.0098102,0.0031877,0.010522,0.0033015,0.00065909,0.00032477
0.099766,0.010251,0.010041,0.0032361,0.010627,0.0034392,0.00067423,0.00034289
0.099162,0.010241,0.010144,0.0033117,0.010602,0.0034768,0.00065306,0.00031726
0.10008,0.010401,0.0099117,0.0031027,0.010525,0.0034449,0.00065119,0.00031108
0.10018,0.010233,0.010178,0.0033551,0.010816,0.0033258,0.00065158,0.00032057
0.099852,0.010319,0.0099153,0.0032517,0.010693,0.0034056,0.00063616,0.00028383
0.099901,0.010159,0.010023,0.0030763,0.01041,0.0032693,0.00067043,0.0003556
0.10012,0.010332,0.010052,0.0032658,0.010654,0.0035331,0.00064825,0.00030968
0.1005,0.010297,0.010097,0.0032598,0.010447,0.0034045,0.00065428,0.00033125
0.099846,0.010085,0.0098943,0.003222,0.010327,0.0034134,0.00066929,0.00033758
0.10007,0.010323,0.0099764,0.0031419,0.010575,0.0034463,0.00066404,0.00033484
0.099291,0.010281,0.010025,0.0033704,0.010488,0.0034568,0.00067116,0.000345
0.099764,0.010415,0.010078,0.0034072,0.010522,0.0034064,0.0006491,0.00031478
0.10046,0.010258,0.0099787,0.0033582,0.010348,0.0032983,0.00065845,0.0003403
0.099164,0.010318,0.010093,0.0031146,0.010539,0.0033653,0.00064989,0.0003174
0.099686,0.010005,0.0098402,0.0032192,0.010653,0.003444,0.00065363,0.00033119
0.10027,0.010528,0.0099844,0.0031284,0.010544,0.0035001,0.00067522,0.00036351
0.099734,0.0098893,0.0099509,0.0031004,0.010482,0.0034251,0.00065106,0.00031733
0.1005,0.010595,0.01,0.0032359,0.010624,0.0033291,0.00065479,0.00033841
0.099554,0.0099669,0.0099978,0.0032972,0.010553,0.0034176,0.00064627,0.00032339
0.099178,0.010297,0.0099211,0.0032301,0.010564,0.0033302,0.00064778,0.00031855
0.099769,0.010374,0.010098,0.0032769,0.010699,0.0033168,0.00063929,0.00030253
0.099718,0.010101,0.0099922,0.0032319,0.01052,0.0033572,0.0006541,0.00032509
0.099629,0.010147,0.009897,0.0032135,0.010573,0.0033462,0.00066999,0.00037405
0.099672,0.010318,0.010334,0.003323,0.010618,0.0033526,0.00065708,0.00034142
0.10029,0.010365,0.0099845,0.0031286,0.010452,0.0034255,0.00063867,0.0003046
0.099602,0.0099532,0.0099647,0.0029798,0.01038,0.00342,0.00063907,0.00030991
0.099762,0.0099099,0.0099294,0.0032005,0.010679,0.0034657,0.00063947,0.00030728
0.099621,0.010315,0.0099802,0.003189,0.010575,0.0034062,0.00065088,0.0003282
0.099802,0.010254,0.0098922,0.0032795,0.010433,0.0033745,0.00065127,0.00032191
0.10034,0.010274,0.01008,0.0031755,0.01072,0.0034906,0.00064615,0.00033394
0.099901,0.010252,0.0099232,0.0033047,0.010721,0.0032973,0.0006652,0.00035206
0.099995,0.010283,0.009989,0.003244,0.010507,0.003266,0.00065022,0.00032608
0.10065,0.0098952,0.010046,0.0032729,0.010474,0.0033375,0.00063198,0.00031584
0.099971,0.010531,0.010018,0.0032523,0.010501,0.0032776,0.00063239,0.00032457
0.09976,0.010123,0.010169,0.0032958,0.010607,0.0033834,0.00064262,0.00033212
0.1003,0.010469,0.010114,0.0031604,0.010617,0.0032746,0.00065066,0.00033627
0.10003,0.010227,0.01015,0.0032401,0.010275,0.0033683,0.00065867,0.0003572
0.10032,0.010064,0.01006,0.0032166,0.010561,0.0035301,0.00064379,0.00032463
0.10022,0.01008,0.010053,0.0030956,0.010509,0.0034077,0.00063439,0.00030035
0.10048,0.0099817,0.0098283,0.0031545,0.010485,0.0035302,0.00065,0.00033764
0.099429,0.0099133,0.010028,0.0030769,0.01061,0.0034841,0.00062215,0.00028259
0.10013,0.010274,0.010085,0.0032744,0.01056,0.0033784,0.00063991,0.00032172
0.099665,0.0099818,0.01001,0.0032452,0.010575,0.0033997,0.00063055,0.00032749
0.099777,0.010123,0.010061,0.0032387,0.010388,0.0031161,0.0006461,0.00033478
0.099667,0.010178,0.0099816,0.0032016,0.010391,0.0033683,0.00065081,0.0003379
0.099976,0.010352,0.010033,0.0032434,0.010477,0.0033923,0.00063175,0.00031644
0.099882,0.0098591,0.010137,0.0030775,0.010485,0.0034378,0.00063538,0.00032213
0.099683,0.010166,0.009944,0.0031303,0.010412,0.0033371,0.00062931,0.0003179
0.10071,0.0096124,0.010085,0.0031324,0.010495,0.0031841,0.00064047,0.00032662
0.10012,0.0099779,0.01012,0.0031527,0.010514,0.0033132,0.00062796,0.00032798
0.10101,0.010234,0.010098,0.0032545,0.010429,0.0032561,0.00063802,0.00032801
0.10046,0.010151,0.010052,0.0031544,0.010576,0.0032891,0.00063734,0.00033116
0.09963,0.01024,0.0098928,0.0031141,0.010548,0.0033292,0.00061415,0.00029499
0.099782,0.010204,0.0098961,0.0031159,0.010557,0.0033983,0.00064989,0.00033798
0.099872,0.010066,0.0099701,0.0032682,0.010484,0.0033159,0.00062674,0.00031852
0.099966,0.010288,0.0098034,0.0030941,0.010553,0.0034364,0.00062607,0.00032528
0.10045,0.010192,0.0099829,0.0032198,0.010567,0.0032978,0.00062753,0.00033809
0.1002,0.0099856,0.0099936,0.0031771,0.010314,0.0033994,0.00064712,0.00033654
0.099432,0.010036,0.01017,0.0033565,0.010576,0.003567,0.00062194,0.00030686
0.099552,0.0097042,0.010047,0.0031644,0.010613,0.0033336,0.00062979,0.00032898
0.099772,0.010195,0.0098874,0.0031356,0.010376,0.0033547,0.00061955,0.00029716
0.10007,0.0098834,0.0099735,0.0031604,0.010542,0.0033901,0.00062633,0.00031845
0.099517,0.0097711,0.0099215,0.0030935,0.010473,0.0032998,0.00060339,0.00028119
0.099687,0.010511,0.0098951,0.0030757,0.010604,0.003407,0.0006303,0.00031436
0.10007,0.010159,0.0099587,0.0030814,0.010517,0.003413,0.00063069,0.00032595
0.10022,0.010285,0.010039,0.0032448,0.010487,0.0032219,0.00062474,0.00031145
0.099885,0.0099178,0.0099483,0.003153,0.010498,0.0033198,0.00060401,0.0002966
0.099432,0.0096385,0.010004,0.0032961,0.01058,0.00326,0.00061603,0.00029653
0.1001,0.0099228,0.0098936,0.0032152,0.010544,0.0033204,0.00062592,0.00031126
0.099888,0.0094894,0.010174,0.0032206,0.010419,0.0032231,0.00062421,0.00031304
0.10043,0.010185,0.01024,0.0031801,0.010499,0.0032811,0.0006204,0.00031544
0.10002,0.010263,0.009938,0.0032524,0.010437,0.0033609,0.00061029,0.00029056
0.10031,0.0099513,0.010003,0.0030366,0.010498,0.0031792,0.00061595,0.00030685
0.099733,0.01012,0.010148,0.003141,0.010513,0.003323,0.0006195,0.00030883
0.0997,0.010129,0.0099257,0.0029481,0.010598,0.0033943,0.00062618,0.00032527
0.099611,0.009698,0.010103,0.0032068,0.010531,0.0032935,0.00062657,0.00032628
0.099726,0.009936,0.010126,0.0031295,0.010477,0.0032373,0.00059039,0.00026608
0.099572,0.010168,0.010057,0.003129,0.010532,0.0033192,0.00061691,0.00032813
0.099736,0.0096351,0.0098394,0.0028844,0.010414,0.003356,0.0005975,0.00027538
0.10013,0.0097813,0.0099125,0.0031607,0.010414,0.0032909,0.00060313,0.00028874
0.099844,0.0095256,0.010071,0.0030077,0.010477,0.0033233,0.0006025,0.00028466
0.10011,0.0099981,0.0099324,0.0030485,0.010455,0.0033143,0.00061227,0.00030336
0.10035,0.01048,0.0099979,0.003251,0.010293,0.003204,0.00060332,0.00028724
0.10021,0.0096563,0.009944,0.0031426,0.010472,0.0032687,0.00060062,0.00028377
0.10039,0.010158,0.0099482,0.0030443,0.010451,0.0030832,0.00061451,0.00031164
0.10005,0.0095995,0.010026,0.00312,0.010533,0.0032969,0.00061284,0.00030643
0.099373,0.0097896,0.0099069,0.0031049,0.010267,0.0033015,0.00059979,0.00029191
0.10028,0.010509,0.010099,0.0032674,0.010568,0.0033226,0.0006436,0.00036082
0.1004,0.009862,0.0099164,0.0031022,0.010267,0.0032079,0.00060784,0.00030117
0.10044,0.0097095,0.010121,0.0031232,0.010306,0.0031976,0.0006,0.00029041
0.09995,0.010118,0.010106,0.0032317,0.01045,0.0032409,0.00062616,0.00034226
0.09992,0.0099494,0.01005,0.0030081,0.01033,0.003221,0.00060597,0.00030024
0.10016,0.009846,0.010033,0.0032287,0.010508,0.0032591,0.00060123,0.00029762
0.10064,0.010123,0.0101,0.0031375,0.01053,0.0031934,0.00061088,0.00031489
0.099817,0.0097581,0.010037,0.0031064,0.010434,0.0032731,0.00061026,0.0003212
0.10041,0.0097977,0.0098453,0.0031334,0.01059,0.0032114,0.00060451,0.00031076
0.10005,0.0099276,0.01001,0.003143,0.010665,0.0032643,0.00060491,0.00032175
0.099838,0.0098493,0.010078,0.0030614,0.010343,0.0032532,0.00060327,0.00029632
0.099738,0.0099446,0.0099438,0.0030577,0.010515,0.0032516,0.00060878,0.00030792
0.099714,0.010056,0.0099776,0.0031732,0.010446,0.0030898,0.00060306,0.0003142
0.10039,0.0098715,0.010009,0.0031792,0.010575,0.0032294,0.00060652,0.00032247
0.10031,0.0096702,0.010056,0.0030073,0.010588,0.003363,0.00060489,0.00030762
0.099919,0.0096168,0.0097711,0.0031205,0.01063,0.0033116,0.00060732,0.00031468
0.099797,0.0097622,0.010015,0.0031215,0.010503,0.0032953,0.00059858,0.00030347
0.10025,0.009411,0.009997,0.003076,0.010312,0.0031491,0.00059898,0.00029421
0.10015,0.0096666,0.010011,0.0031093,0.010518,0.0031421,0.00060243,0.00031302
0.099916,0.0099275,0.0099048,0.003039,0.010623,0.003198,0.00060993,0.0003231
0.10012,0.01008,0.0098209,0.0030822,0.010655,0.0032344,0.00060121,0.00030575
0.099924,0.0096895,0.009908,0.0030757,0.010447,0.0032997,0.00059353,0.00030253
0.099772,0.0096664,0.010027,0.0030292,0.010497,0.003361,0.00060606,0.00030653
0.099914,0.0098982,0.0099233,0.0031177,0.01035,0.0032243,0.00059435,0.000291
0.10042,0.0097066,0.0099849,0.0031045,0.010471,0.0032777,0.00060685,0.00034291
0.099436,0.0098062,0.010034,0.0031465,0.010514,0.0031476,0.00058107,0.00027971
0.099816,0.0098529,0.010022,0.0031259,0.010574,0.0032724,0.00060966,0.00033195
0.10016,0.009754,0.0098894,0.0029724,0.010423,0.0031235,0.0006,0.00031089
